code,description,OR,p_val,category
728.70,Fasciitis,0.8983906152883677,0.6851831331564182,musculoskeletal
426.22,Mobitz II AV block,0.5350061878779321,0.24858125224497635,circulatory system
335.00,Multiple sclerosis,1.069485264948569,0.15723662323167803,neurological
587.00,Kidney replaced by transpant,1.3990495648645795,0.9302573710034725,genitourinary
149.10,Cancer of oropharynx,0.8167082430436755,0.6581019348411821,neoplasms
751.20,Congenital anomalies of urinary system,0.8104004537044192,0.39715330389732995,congenital anomalies
291.80,Alteration of consciousness,0.9436859204274957,0.4875967604419689,mental disorders
531.20,Gastric ulcer,1.4095643041140866,0.30282058148078367,digestive
251.10,Hypoglycemia,0.8897959638700779,0.38755902171086054,endocrine/metabolic
728.71,Contracture of palmar fascia [Dupuytren's disease],1.5938171091167024,0.5527091651536056,musculoskeletal
426.23,Second degree AV block,0.647158723875704,0.7977585727654863,circulatory system
337.00,Disorders of the autonomic nervous system,1.2947095457809976,0.6178620620283283,neurological
588.00,Disorders resulting from impaired renal function,1.2332074603238143,0.35212819668721285,genitourinary
149.20,Cancer of nasopharynx,0.6209989466068981,0.8036180273105856,neoplasms
751.21,Cystic kidney disease,0.895045696795694,0.6319383124138659,congenital anomalies
531.30,Duodenal ulcer,1.55717410496925,0.17561354481475713,digestive
252.00,Disorders of parathyroid gland,0.6093149487940439,0.10922375114919704,endocrine/metabolic
729.00,Other disorders of soft tissues,0.5938208226674758,0.825042425113311,musculoskeletal
292.00,Neurological disorders,0.7909344549766572,0.1646115485232183,mental disorders
426.24,"Atrioventricular block, complete",1.0361428109327098,0.6453126120608169,circulatory system
337.10,Peripheral autonomic neuropathy,0.6239347335875509,0.8142110160761978,neurological
588.10,Renal osteodystrophy,1.3785947636039928,0.40757187036130343,genitourinary
149.30,Cancer of hypopharynx,0.8376247761137617,0.6182495213244343,neoplasms
252.10,Hyperparathyroidism,1.0724095312992576,0.231425380507617,endocrine/metabolic
751.22,Other specified congenital anomalies of kidney,0.8595919654254802,0.6344844712274614,congenital anomalies
729.30,Panniculitis,1.3954575447943993,0.7581194575831901,musculoskeletal
292.10,Aphasia/speech disturbance,0.8435268898670774,0.38991444747685455,mental disorders
426.25,Other heart block,1.3042018609415973,0.8473606520495377,circulatory system
531.40,"Peptic ulcer, site unspecified",1.498094116293476,0.8700586182635627,digestive
588.20,Secondary hyperparathyroidism (of renal origin),1.0328392092750873,0.9206386152345627,genitourinary
338.00,Pain,0.7103042318767997,0.1576659580783472,neurological
149.40,Cancer of larynx,1.0738684799589682,0.4048423559694202,neoplasms
751.30,Obstructive genitourinary defect,1.950023252412211,0.021659512090589573,congenital anomalies
252.20,Hypoparathyroidism,0.5617513633943133,0.4627106235783212,endocrine/metabolic
531.50,Gastrojejunal ulcer,0.9696601013512374,0.9178282739956398,digestive
731.00,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,1.3046526659675872,0.5892084500271905,musculoskeletal
292.11,Aphasia,1.4953094695274485,0.6000428436701155,mental disorders
426.30,Bundle branch block,1.636392827648553,0.10557169539784986,circulatory system
193.00,Thyroid cancer,1.1804984291494824,0.059990807434865276,neoplasms
149.50,Hx of malignant neoplasm of oral cavity and pharynx,1.1818293911194195,0.8740068514021441,neoplasms
338.10,Acute pain,0.7250376023105953,0.43931917679419963,neurological
589.00,Abnormal results of function study of kidney,1.0207205929736374,0.9167578452298184,genitourinary
532.00,Dysphagia,0.7841091054324809,0.913495538662822,digestive
752.00,Nervous system congenital anomalies,0.9827515262954403,0.14683659488302656,congenital anomalies
732.00,Osteochondropathies,1.6844896565314846,0.8095836821546778,musculoskeletal
253.00,Disorders of the pituitary gland and its hypothalamic control,1.2111493298721032,0.24741895440961234,endocrine/metabolic
426.31,Right bundle branch block,1.1474862977256999,0.544239241767766,circulatory system
194.00,Cancer of other endocrine glands,0.8986887936989776,0.44874724189923126,neoplasms
292.12,Symbolic dysfunction,1.1538097985847855,0.6224473742499398,mental disorders
149.90,Cancer of of nasal cavities,1.377256242982275,0.5556679529445833,neoplasms
590.00,Pyelonephritis,0.977942661198671,0.8223992392632776,genitourinary
535.00,Gastritis and duodenitis,1.1312153522516601,0.7017206709559038,digestive
195.00,"Cancer, suspected or other",0.8085009951025107,0.20142644261866807,neoplasms
338.20,Chronic pain,0.7560276844339254,0.8293597700901627,neurological
732.10,Juvenile osteochondrosis,1.366371016703546,0.5977400573340012,musculoskeletal
752.10,Neural tube defects,0.4845402130069209,0.14528461388833547,congenital anomalies
426.32,Left bundle branch block,0.9195648159735709,0.3616874923823208,circulatory system
150.00,Cancer of esophagus,1.0048706622053096,0.4756058385564946,neoplasms
253.10,Pituitary hyperfunction,1.0768582354814449,0.15315007327646016,endocrine/metabolic
292.20,Mild cognitive impairment,0.9590484744257992,0.2917146324786371,mental disorders
591.00,Urinary tract infection,1.2297043456021346,0.8105281306270045,genitourinary
535.10,Acute gastritis,1.4137765304592902,0.4702087063830928,digestive
752.11,Spina bifida,0.7627295146278339,0.14963480153502895,congenital anomalies
733.00,Other disorders of bone and cartilage,0.9465731330995862,0.8829233711490131,musculoskeletal
339.00,Other headache syndromes,1.1483224195225281,0.9901981819184098,neurological
426.40,Anomalous atrioventricular excitation,1.3236177703458816,0.3770093523208898,circulatory system
195.10,"Malignant neoplasm, other",0.9647166882649116,0.22108101108793043,neoplasms
292.30,Memory loss,0.6144895689847142,0.19810618568155916,mental disorders
151.00,Cancer of stomach,1.0782724865804891,0.9623439178354011,neoplasms
253.11,Acromegaly and gigantism,1.9386784483556496,0.09335621216751684,endocrine/metabolic
535.20,Atrophic gastritis,1.2136570522335708,0.8565178625384409,digestive
592.00,Cystitis and urethritis,1.0645362115293742,0.20829929913114756,genitourinary
752.20,Other specified congenital anomalies of nervous system,1.0347996317538433,0.2282975181750234,congenital anomalies
733.20,Cyst of bone,0.5730436768534073,0.5056351164369001,musculoskeletal
426.70,Abnormal electrocardiogram [ECG] [EKG],1.107894040588173,0.8863243047997356,circulatory system
340.00,Migraine,1.1174654780407436,0.3078701367940697,neurological
292.40,Altered mental status,0.8752047433151714,0.2595268435373437,mental disorders
195.30,"Malignant neoplasm of head, face, and neck",1.025608822672446,0.6224313279286725,neoplasms
535.60,Duodenitis,1.0142362654099164,0.15222726160322234,digestive
253.20,Pituitary hypofunction,0.8853518719786786,0.9595985652022411,endocrine/metabolic
153.00,Colorectal cancer,1.0780788711839504,0.05681821344148474,neoplasms
592.10,Cystitis,0.7848270054046975,0.15649009901165364,genitourinary
753.00,Congenital anomalies of the eye,0.5710470878452378,0.907062334275669,congenital anomalies
426.80,Other cardiac conduction disorders,0.8242980736377612,0.8121335735558655,circulatory system
733.40,Aseptic necrosis of bone,0.9029543933128193,0.48748772085271774,musculoskeletal
340.10,Migrain with aura,0.9349427327030811,0.2624857920911806,neurological
292.50,Transient alteration of awareness,0.4332818594329019,0.04561647548324753,mental disorders
535.80,Other specified gastritis,0.7231070575802966,0.2592875298342202,digestive
153.20,Colon cancer,0.9421332584506338,0.058365793516777405,neoplasms
253.30,Diabetes insipidus,0.7045158299045151,0.5189223297133808,endocrine/metabolic
592.11,Acute cystitis,0.551198753436582,0.3358747769637884,genitourinary
753.20,Congenital anomalies of posterior segment of eye,0.551328799569664,0.34052279083255643,congenital anomalies
196.00,Radiotherapy,1.2883833362383301,0.09681272805551067,neoplasms
733.60,Costochondritis,0.8421287549346685,0.8949416644953603,musculoskeletal
426.90,Cardiac pacemaker/device in situ,0.742239004012302,0.8941518853052985,circulatory system
341.00,Other demyelinating diseases of central nervous system,0.8432961032797001,0.07597309933885349,neurological
292.60,Hallucinations,1.7743307735421696,0.17470543435043656,mental disorders
153.30,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",0.6865814444045749,0.91647442226328,neoplasms
253.40,Anterior pituitary disorders,1.005055746465444,0.05920847257159185,endocrine/metabolic
535.90,"Gastritis and duodenitis, NOS",1.5474505798383618,0.16068017017716582,digestive
592.12,Chronic cystitis,1.2696669826610014,0.9421055446273277,genitourinary
754.00,Congenital musculoskeletal deformities of spine,0.6229314390556089,0.627333287868742,congenital anomalies
197.00,Chemotherapy,1.3514525837334803,0.24374481141492507,neoplasms
426.91,Cardiac pacemaker in situ,0.9497786269425259,0.7972489202343859,circulatory system
733.80,Malunion and nonunion of fracture,1.0893851966916572,0.4733806906574755,musculoskeletal
342.00,Hemiplegia,1.3783044154872188,0.9071282540210523,neurological
293.00,Symptoms involving head and neck,0.8777989118142283,0.9783884139896548,mental disorders
155.00,Cancer of liver and intrahepatic bile duct,1.1121000566542243,0.18301098589664325,neoplasms
536.00,Disorders of function of stomach,0.6873675021290917,0.9042186965274509,digestive
253.50,Pituitary dwarfism,1.0405487927481532,0.20198953845120332,endocrine/metabolic
592.13,Chronic interstitial cystitis,0.9618608778670825,0.6330340655606922,genitourinary
754.20,"Spondylolisthesis, congenital",1.2142312585587614,0.6171362033421285,congenital anomalies
198.00,Secondary malignant neoplasm,1.2570483449767345,0.3973195503918084,neoplasms
611.00,Abnormal findings on mammogram or breast exam,0.827888085149713,0.2691275753161378,genitourinary
733.90,Chondromalacia,1.2310252632001744,0.3070964634941834,musculoskeletal
426.92,Cardiac defibrillator in situ,0.7914196827851581,0.28895036013101316,circulatory system
274.21,Chondrocalcinosis,1.7615126147307456,0.6533034610562026,endocrine/metabolic
343.00,Infantile cerebral palsy,1.2771589950472115,0.27490655733232744,neurological
293.10,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",1.005403520300788,0.1838337060221471,mental disorders
155.10,"Malignant neoplasm of liver, primary",0.9079280555884361,0.05845362570391457,neoplasms
253.70,Other disorders of neurohypophysis,2.054373696128139,0.20313943585690364,endocrine/metabolic
592.20,Urethritis and urethral syndrome,0.7727410641370108,0.40724379738256716,genitourinary
755.00,Congenital anomalies of limbs,0.6499256580930333,0.145384776905092,congenital anomalies
536.30,Gastroparesis,0.7185727000906332,0.7576679137185702,digestive
198.10,Secondary malignancy of lymph nodes,0.745989260669962,0.663713520828262,neoplasms
611.10,Abnormal mammogram,1.2688194016278722,0.32318624952750297,genitourinary
735.00,Acquired foot deformities,0.7557454430931619,0.7661046780630364,musculoskeletal
344.00,Other paralytic syndromes,0.6059923999153793,0.6802966158575844,neurological
427.00,Cardiac dysrhythmias,1.1628355612974846,0.012929083094511762,circulatory system
275.00,Disorders of mineral metabolism,0.8559303740018983,0.5423469588158769,endocrine/metabolic
295.00,Schizophrenia and other psychotic disorders,0.819645953023144,0.6618479937696015,mental disorders
157.00,Pancreatic cancer,0.8002468794253078,0.6234083392610018,neoplasms
255.00,Disorders of adrenal glands,0.7893471365723916,0.9031499149540672,endocrine/metabolic
755.10,Congenital deformities of feet,0.8552505321405479,0.31942126555304534,congenital anomalies
593.00,Hematuria,1.1578307023912202,0.5618547178171109,genitourinary
536.70,"Complications of gastrostomy, colostomy and enterostomy",0.9501518942168707,0.37481321346808694,digestive
198.20,Secondary malignancy of respiratory organs,0.800110200867725,0.9357517178512389,neoplasms
345.00,"Epilepsy, recurrent seizures, convulsions",1.324736624373484,0.1407433489653036,neurological
735.10,Flat foot,0.4657738174498081,0.06410818124091136,musculoskeletal
427.10,"Paroxysmal tachycardia, unspecified",0.9821237048676852,0.07022915286961663,circulatory system
611.11,Mammographic microcalcification,1.509187444699346,0.23864549538963473,genitourinary
295.10,Schizophrenia,1.4377777235079556,0.5431033039445058,mental disorders
255.10,Adrenal hyperfunction,0.8460750054811806,0.6746296571362518,endocrine/metabolic
755.60,"Other congenital anomalies of lower limb, including pelvic girdle",1.03850369126664,0.26647811935679394,congenital anomalies
593.10,Gross hematuria,0.9201512611854705,0.6654649400632002,genitourinary
158.00,Neoplasm of unspecified nature of digestive system,0.9645764392858391,0.31097515701422235,neoplasms
536.80,Dyspepsia and other specified disorders of function of stomach,0.8121526386428658,0.26413070153398444,digestive
275.10,Disorders of iron metabolism,1.1982898700237274,0.6838865839707445,hematopoietic
198.30,Secondary malignant neoplasm of digestive systems,0.963934976148018,0.6511557782425079,neoplasms
427.11,Paroxysmal supraventricular tachycardia,0.8407566126239682,0.08421918960554176,circulatory system
735.20,Acquired toe deformities,1.3856505965787218,0.531527585842929,musculoskeletal
611.30,Lump or mass in breast,0.9398690347907863,0.21311825688795497,genitourinary
345.10,Epilepsy,1.3237001740522218,0.15522979089823857,neurological
255.11,Cushing's syndrome,0.8558990395845054,0.42640046057994,endocrine/metabolic
295.20,Paranoid disorders,0.831061245046556,0.5537755303527229,mental disorders
593.20,Microscopic hematuria,1.2731050421101973,0.6125589473712025,genitourinary
755.61,Congenital hip dysplasia and deformity,0.4860989221684802,0.2819051970700173,congenital anomalies
537.00,Other disorders of stomach and duodenum,0.8740500319751311,0.6524632352491336,digestive
159.00,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.9153310703984746,0.9291577488915297,neoplasms
198.40,Secondary malignant neoplasm of liver,0.6566000560093584,0.8573992295190692,neoplasms
345.11,Generalized convulsive epilepsy,0.8427994400972113,0.975028124505924,neurological
427.12,Paroxysmal ventricular tachycardia,0.9676749604287872,0.4569719771176577,circulatory system
735.21,Hammer toe (acquired),0.8098102233722991,0.6890572522538244,musculoskeletal
612.00,"Breast conditions, congenital or relating to hormones",1.1772889688279713,0.7344738046067069,genitourinary
255.12,Hyperaldosteronism,0.6327855195248034,0.0874059662377329,endocrine/metabolic
295.30,Psychosis,1.2748487938132602,0.8887211529829223,mental disorders
756.00,Other congenital musculoskeletal anomalies,0.8569499510696158,0.3974691458262288,congenital anomalies
594.00,Urinary calculus,1.033596944632848,0.495967427970469,genitourinary
275.11,Hereditary hemochromatosis,1.6164444265267812,0.35683257480156605,hematopoietic
159.20,"Malignant neoplasm of small intestine, including duodenum",1.2510473658108763,0.1273016469496768,neoplasms
537.10,Lesions of stomach and duodenum,1.2274764999868348,0.5830545768554578,digestive
198.50,Secondary malignancy of brain/spine,0.7862332005396143,0.44986833095483914,neoplasms
345.12,Partial epilepsy,0.8088145545294267,0.13295757651275372,neurological
427.20,Atrial fibrillation and flutter,1.0646364582901242,0.0981494775242892,circulatory system
735.22,Claw toe (acquired),3.176327150380821,0.05276063392676878,musculoskeletal
612.20,Hypertrophy of breast (Gynecomastia),1.2488267983726693,0.7993798197782599,genitourinary
255.13,Medulloadrenal hyperfunction,0.9143664306642487,0.6086939272801539,endocrine/metabolic
756.10,Congenital anomalies of abdominal wall; diaphram,1.3050469917125256,0.14550325252923754,congenital anomalies
594.10,Calculus of kidney,1.1485141654929614,0.24359858608833745,genitourinary
539.00,Bariatric surgery,1.0464390429924242,0.12893560333440313,digestive
296.00,Mood disorders,0.7217253613330501,0.40589861978888514,mental disorders
159.30,Malignant neoplasm of gallbladder and extrahepatic bile ducts,1.4834111387028825,0.1309453883217778,neoplasms
198.60,Secondary malignancy of bone,1.0914743138180303,0.19731885334041435,neoplasms
345.30,Convulsions,1.10209992339951,0.1359176117020278,neurological
427.21,Atrial fibrillation,1.236297915156465,0.09985079941146655,circulatory system
735.23,Hallux rigidus,0.8427917040302306,0.6888916083553333,musculoskeletal
255.20,Adrenal hypofunction,1.0340794494215864,0.6444957783335791,endocrine/metabolic
275.30,Disorders of magnesium metabolism,1.1444822500083829,0.47251650316659366,endocrine/metabolic
613.00,Other nonmalignant breast conditions,0.8708892695331014,0.029828814083137548,genitourinary
